MaritalStatus,ApplicationMode,ApplicationOrder,Course,Attendance,PrevQual,PreviousGrade,Nationality,MotherQual,FatherQual,MotherOcc,FatherOcc,AdmissionGrade,Displaced,SpecialNeeds,Debtor,TuitionUpToDate,Gender,Scholarship,Age,International,s1_credited,s1_enrolled,s1_eval,s1_approved,s1_grade,s1_wo_eval,s2_credited,s2_enrolled,s2_eval,s2_approved,s2_grade,s2_wo_eval,UnempRate,Inflation,GDP,financial_risk,vulnerability_idx,academic_distress,total_failures,age_x_scholarship,age_x_financial_risk,gdp_x_debtor,unemp_x_age,gdp_x_tuition,inflation_x_debtor,admission_vs_prevgrade,parent_qual_avg,parent_occ_avg,s1_approval_rate,s1_eval_rate,s1_credit_rate,s1_pass_efficiency,s1_eval_gap,s1_failed,low_grade_flag_s1,zero_grade_s1,s2_approval_rate,s2_eval_rate,s2_credit_rate,s2_pass_efficiency,s2_eval_gap,s2_failed,s1_to_s2_grade_delta,s1_to_s2_approved_delta,avg_grade,cum_approved,cum_failed,low_grade_flag_s2,zero_grade_s2,momentum_score,cum_efficiency,grade_per_approved,eval_participation_gap,Target
1,1,6,9147,1,1,139.0,1,19,12,4,4,125.0,1,0,0,1,0,0,18,0,0,5,8,3,12.333333333333334,0,0,5,7,4,12.0,0,7.6,2.6,0.32,0,1,3,3,0,0,0.0,136.79999999999998,0.32,0.0,-14.0,15.5,4.0,0.6,1.6,0.0,0.375,-3,2,0,0,0.8,1.4,0.0,0.5714285714285714,-2,1,-0.3333333333333339,1,12.166666666666668,7,3,0,0,-1.333333333333334,0.7,1.7380952380952384,-5,0
5,39,1,9500,1,3,140.0,1,37,38,9,9,160.0,0,0,0,1,0,0,27,0,0,8,8,7,15.94285714285714,0,0,8,8,7,15.94285714285714,0,12.7,3.7,-1.7,0,0,2,2,0,0,-0.0,342.9,-1.7,0.0,20.0,37.5,9.0,0.875,1.0,0.0,0.875,0,1,0,0,0.875,1.0,0.0,0.875,0,1,0.0,0,15.94285714285714,14,2,0,0,0.0,0.875,1.1387755102040813,0,0
1,39,1,9991,0,1,150.0,1,37,37,9,7,150.0,0,0,0,1,0,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,0,0,12,10,0,0,-0.0,418.5,-4.06,0.0,0.0,37.0,8.0,0.0,0.0,0.0,0.0,5,5,0,1,0.0,0.0,0.0,0.0,5,5,0.0,0,0.0,0,10,0,1,0.0,0.0,0.0,10,1
1,1,1,9238,1,1,123.0,1,37,37,9,9,115.0,1,0,0,1,0,0,19,0,0,6,10,4,10.25,0,0,6,8,6,10.714285714285714,0,11.1,0.6,2.02,0,1,2,2,0,0,0.0,210.9,2.02,0.0,-8.0,37.0,9.0,0.6666666666666666,1.6666666666666667,0.0,0.4,-4,2,0,0,1.0,1.3333333333333333,0.0,0.75,-2,0,0.4642857142857135,2,10.482142857142858,10,2,0,0,-1.5357142857142865,0.8333333333333334,1.0482142857142858,-6,0
1,1,1,8014,0,1,100.0,1,38,19,6,10,112.8,0,0,0,1,0,1,23,0,0,6,6,6,14.166666666666666,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,0,1,0,0,23,0,-0.0,292.09999999999997,-1.7,0.0,12.799999999999997,28.5,8.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,-1.666666666666666,0,13.333333333333332,12,0,0,0,-1.666666666666666,1.0,1.111111111111111,0,0
1,43,1,9500,1,1,148.0,1,29,38,90,3,131.0,1,0,0,1,0,1,22,0,18,23,23,20,14.575,3,18,23,23,20,14.575,3,7.6,2.6,0.32,0,2,6,6,22,0,0.0,167.2,0.32,0.0,-17.0,33.5,46.5,0.8695652173913043,1.0,0.782608695652174,0.8695652173913043,0,3,0,0,0.8695652173913043,1.0,0.782608695652174,0.8695652173913043,0,3,0.0,0,14.575,40,6,0,0,0.0,0.8695652173913043,0.364375,0,0
1,17,2,9254,1,1,130.0,1,19,19,7,7,121.6,1,0,0,1,0,1,18,0,0,6,9,1,10.0,1,0,6,6,0,0.0,0,12.7,3.7,-1.7,0,2,12,11,18,0,-0.0,228.6,-1.7,0.0,-8.400000000000006,19.0,7.0,0.16666666666666666,1.5,0.0,0.1111111111111111,-3,5,0,0,0.0,1.0,0.0,0.0,0,6,-10.0,-1,5.0,1,11,0,1,-9.0,0.08333333333333333,5.0,-3,1
1,1,4,9238,1,1,118.0,1,19,38,9,9,110.0,0,0,0,1,0,1,18,0,0,6,7,6,12.285714285714286,0,0,6,8,6,11.428571428571429,0,12.4,0.5,1.79,0,1,0,0,18,0,0.0,223.20000000000002,1.79,0.0,-8.0,28.5,9.0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,1.0,1.3333333333333333,0.0,0.75,-2,0,-0.8571428571428577,0,11.857142857142858,12,0,0,0,-0.8571428571428577,1.0,0.9880952380952381,-3,0
1,39,1,8014,0,1,120.0,1,38,38,9,9,148.5,0,0,0,1,0,1,31,0,0,6,6,6,14.0,0,0,6,6,6,12.333333333333334,0,10.8,1.4,1.74,0,1,0,0,31,0,0.0,334.8,1.74,0.0,28.5,38.0,9.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,-1.666666666666666,0,13.166666666666668,12,0,0,0,-1.666666666666666,1.0,1.0972222222222223,0,0
1,17,4,9773,1,1,119.0,1,38,19,9,9,118.3,0,0,0,1,0,0,19,0,0,6,8,4,11.25,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0,0,9,8,0,0,-0.0,294.5,-4.06,0.0,-0.7000000000000028,28.5,9.0,0.6666666666666666,1.3333333333333333,0.0,0.5,-2,2,0,0,0.0,0.0,0.0,0.0,6,6,-11.25,-4,5.625,4,8,0,1,-7.25,0.3333333333333333,1.40625,4,1
1,17,1,8014,0,1,127.0,1,19,37,4,7,115.8,0,0,0,1,0,0,24,0,0,6,12,1,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,0,0,12,11,0,0,0.0,259.20000000000005,1.74,0.0,-11.200000000000003,28.0,5.5,0.16666666666666666,2.0,0.0,0.08333333333333333,-6,5,0,0,0.0,2.0,0.0,0.0,-6,6,-12.0,-1,6.0,1,11,0,1,-11.0,0.08333333333333333,6.0,-12,1
1,1,1,9500,1,1,134.0,1,38,19,3,10,121.2,0,0,0,1,0,0,19,0,0,7,10,7,13.47,0,0,8,8,8,13.32625,0,15.5,2.8,-4.06,0,0,0,0,0,0,-0.0,294.5,-4.06,0.0,-12.799999999999997,28.5,6.5,1.0,1.4285714285714286,0.0,0.7,-3,0,0,0,1.0,1.0,0.0,1.0,0,0,-0.1437500000000007,1,13.398125,15,0,0,0,-1.1437500000000007,1.0,0.8932083333333334,-3,0
1,17,4,9147,1,1,133.0,1,1,1,4,5,136.2,1,0,0,1,0,0,19,0,0,5,6,5,12.4,0,0,5,5,5,12.8,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,144.4,0.32,0.0,3.1999999999999886,1.0,4.5,1.0,1.2,0.0,0.8333333333333334,-1,0,0,0,1.0,1.0,0.0,1.0,0,0,0.40000000000000036,0,12.600000000000001,10,0,0,0,0.40000000000000036,1.0,1.2600000000000002,-1,0
1,39,1,9670,1,1,133.1,1,37,37,9,9,100.2,1,0,0,0,0,0,26,0,0,6,9,3,11.75,0,0,6,11,4,11.5,3,16.2,0.3,-0.92,1,2,5,5,0,26,-0.0,421.2,-0.0,0.0,-32.89999999999999,37.0,9.0,0.5,1.5,0.0,0.3333333333333333,-3,3,0,0,0.6666666666666666,1.8333333333333333,0.0,0.36363636363636365,-5,2,-0.25,1,11.625,7,5,0,0,-1.25,0.5833333333333334,1.6607142857142858,-8,1
1,1,1,171,1,1,180.0,41,37,37,9,9,152.7,1,0,1,0,1,0,27,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,2,3,2,0,0,54,0.32,205.2,0.0,2.6,-27.30000000000001,37.0,9.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0,1
1,17,4,9238,1,1,129.0,1,19,19,4,7,123.1,1,0,0,1,0,0,19,0,0,6,7,6,12.0,0,0,6,7,6,12.428571428571429,0,11.1,0.6,2.02,0,1,0,0,0,0,0.0,210.9,2.02,0.0,-5.900000000000006,19.0,5.5,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0.4285714285714288,0,12.214285714285715,12,0,0,0,0.4285714285714288,1.0,1.017857142857143,-2,0
2,39,1,9085,1,1,120.0,1,19,19,1,4,130.0,0,0,0,1,0,0,29,0,0,5,8,5,15.333333333333334,2,0,5,6,5,15.4,0,9.4,-0.8,-3.12,0,0,0,0,0,0,-0.0,272.6,-3.12,-0.0,10.0,19.0,2.5,1.0,1.6,0.0,0.625,-3,0,0,0,1.0,1.2,0.0,0.8333333333333334,-1,0,0.06666666666666643,0,15.366666666666667,10,0,0,0,0.06666666666666643,1.0,1.5366666666666666,-4,1
1,1,6,9500,1,1,141.0,1,1,38,4,5,125.0,1,0,0,1,0,1,18,0,0,8,8,8,12.32,0,0,8,8,8,12.32,0,9.4,-0.8,-3.12,0,2,0,0,18,0,-0.0,169.20000000000002,-3.12,-0.0,-16.0,19.5,4.5,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,0.0,0,12.32,16,0,0,0,0.0,1.0,0.77,0,0
1,1,1,9500,1,1,118.0,1,1,19,9,10,113.1,1,0,0,1,0,0,19,0,0,7,7,7,13.79857142857143,0,0,8,8,8,14.75625,0,11.1,0.6,2.02,0,1,0,0,0,0,0.0,210.9,2.02,0.0,-4.900000000000006,10.0,9.5,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,0.9576785714285698,1,14.277410714285715,15,0,0,0,-0.042321428571430175,1.0,0.951827380952381,0,0
1,1,1,9147,1,1,177.0,1,1,38,3,9,162.3,0,0,0,1,0,1,18,0,0,5,6,5,16.333333333333332,0,0,5,5,5,15.4,0,15.5,2.8,-4.06,0,1,0,0,18,0,-0.0,279.0,-4.06,0.0,-14.699999999999989,19.5,6.0,1.0,1.2,0.0,0.8333333333333334,-1,0,0,0,1.0,1.0,0.0,1.0,0,0,-0.9333333333333318,0,15.866666666666667,10,0,0,0,-0.9333333333333318,1.0,1.5866666666666667,-1,0
1,42,1,171,1,1,132.0,1,1,1,1,4,132.0,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,0,1,2,0,0,0,-0.0,241.29999999999998,-1.7,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0,1
1,17,4,9500,1,1,133.0,1,4,4,4,4,130.7,1,0,0,1,0,0,19,0,0,7,7,7,14.757142857142856,0,0,8,9,8,15.366666666666667,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,235.6,1.79,0.0,-2.3000000000000114,4.0,4.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.125,0.0,0.8888888888888888,-1,0,0.6095238095238109,1,15.061904761904762,15,0,0,0,-0.3904761904761891,1.0,1.0041269841269842,-1,0
1,17,4,9254,1,1,124.0,1,1,1,4,4,122.3,1,0,0,1,0,0,19,0,0,6,7,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,13.9,-0.3,0.79,0,1,0,0,0,0,0.0,264.1,0.79,-0.0,-1.7000000000000028,1.0,4.0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,1.0,1.0,0.0,1.0,0,0,0.6666666666666679,0,12.0,12,0,0,0,0.6666666666666679,1.0,1.0,-1,1
1,1,1,9773,1,1,128.0,1,1,19,9,7,118.2,0,0,0,1,0,0,19,0,0,6,6,6,11.666666666666666,0,0,6,6,6,11.5,0,12.7,3.7,-1.7,0,0,0,0,0,0,-0.0,241.29999999999998,-1.7,0.0,-9.799999999999997,10.0,8.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,-0.16666666666666607,0,11.583333333333332,12,0,0,0,-0.16666666666666607,1.0,0.9652777777777777,0,0
1,1,1,9238,1,1,138.0,1,19,38,5,8,133.5,0,0,0,1,0,1,19,0,0,6,6,6,15.0,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,0,1,0,0,19,0,0.0,169.1,3.51,0.0,-4.5,28.5,6.5,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,-1.666666666666666,0,14.166666666666668,12,0,0,0,-1.666666666666666,1.0,1.1805555555555556,0,0
1,1,5,9500,1,1,144.0,1,37,37,7,9,126.8,1,0,1,0,0,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,2,3,17,15,0,36,-3.12,169.20000000000002,-0.0,-0.8,-17.200000000000003,37.0,8.0,0.0,0.0,0.0,0.0,7,7,0,1,0.0,0.0,0.0,0.0,8,8,0.0,0,0.0,0,15,0,1,0.0,0.0,0.0,15,1
1,1,4,9773,1,1,122.0,1,19,19,9,7,121.0,1,0,0,1,0,0,20,0,0,6,7,6,13.571428571428571,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,0,1,0,0,0,0,0.0,278.0,0.79,-0.0,-1.0,19.0,8.0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,1.0,1.0,0.0,1.0,0,0,-0.23809523809523725,0,13.452380952380953,12,0,0,0,-0.23809523809523725,1.0,1.121031746031746,-1,0
1,17,1,9254,1,1,111.0,1,19,19,3,10,117.7,0,0,0,1,0,0,20,0,0,6,8,5,10.8,0,0,6,9,4,11.5,0,9.4,-0.8,-3.12,0,0,3,3,0,0,-0.0,188.0,-3.12,-0.0,6.700000000000003,19.0,6.5,0.8333333333333334,1.3333333333333333,0.0,0.625,-2,1,0,0,0.6666666666666666,1.5,0.0,0.4444444444444444,-3,2,0.6999999999999993,-1,11.15,9,3,0,0,1.6999999999999993,0.75,1.238888888888889,-5,0
2,1,1,9991,0,2,120.0,1,37,37,6,3,129.2,0,0,0,1,0,0,31,0,4,10,16,5,11.4,0,4,10,10,6,12.833333333333334,0,9.4,-0.8,-3.12,0,0,9,9,0,0,-0.0,291.40000000000003,-3.12,-0.0,9.199999999999989,37.0,4.5,0.5,1.6,0.4,0.3125,-6,5,0,0,0.6,1.0,0.4,0.6,0,4,1.4333333333333336,1,12.116666666666667,11,9,0,0,0.43333333333333357,0.55,1.1015151515151516,-6,1
1,1,1,9556,1,1,135.0,1,37,38,7,9,125.8,0,0,0,1,0,1,20,0,0,7,14,7,10.642857142857142,0,0,8,8,8,11.55,0,12.7,3.7,-1.7,0,1,0,0,20,0,-0.0,254.0,-1.7,0.0,-9.200000000000003,37.5,8.0,1.0,2.0,0.0,0.5,-7,0,0,0,1.0,1.0,0.0,1.0,0,0,0.9071428571428584,1,11.096428571428572,15,0,0,0,-0.09285714285714164,1.0,0.7397619047619047,-7,0
1,1,1,9500,1,1,147.0,1,38,38,9,9,142.0,1,0,0,1,0,0,18,0,0,7,7,6,14.65,0,0,7,7,6,14.65,0,7.6,2.6,0.32,0,1,2,2,0,0,0.0,136.79999999999998,0.32,0.0,-5.0,38.0,9.0,0.8571428571428571,1.0,0.0,0.8571428571428571,0,1,0,0,0.8571428571428571,1.0,0.0,0.8571428571428571,0,1,0.0,0,14.65,12,2,0,0,0.0,0.8571428571428571,1.2208333333333334,0,0
1,17,3,9500,1,1,137.0,1,19,37,7,7,126.7,1,0,0,1,0,1,19,0,0,7,7,7,13.714285714285714,0,0,8,11,8,14.863636363636363,0,16.2,0.3,-0.92,0,2,0,0,19,0,-0.0,307.8,-0.92,0.0,-10.299999999999997,28.0,7.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.375,0.0,0.7272727272727273,-3,0,1.1493506493506498,1,14.288961038961038,15,0,0,0,0.1493506493506498,1.0,0.9525974025974026,-3,0
1,43,1,9238,1,1,117.0,1,34,34,0,0,109.3,0,0,0,1,0,0,30,0,9,16,19,15,12.266666666666667,0,11,13,14,13,12.071428571428571,0,9.4,-0.8,-3.12,0,0,1,1,0,0,-0.0,282.0,-3.12,-0.0,-7.700000000000003,34.0,0.0,0.9375,1.1875,0.5625,0.7894736842105263,-3,1,0,0,1.0,1.0769230769230769,0.8461538461538461,0.9285714285714286,-1,0,-0.19523809523809632,-2,12.16904761904762,28,1,0,0,1.8047619047619037,0.9655172413793104,0.43460884353741497,-4,0
1,18,1,9147,1,1,128.0,1,19,19,9,5,121.7,1,0,0,1,0,0,19,0,0,5,8,5,11.0,0,0,5,6,5,15.4,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,235.6,1.79,0.0,-6.299999999999997,19.0,7.0,1.0,1.6,0.0,0.625,-3,0,0,0,1.0,1.2,0.0,0.8333333333333334,-1,0,4.4,0,13.2,10,0,0,0,4.4,1.0,1.3199999999999998,-4,0
1,1,6,9147,1,1,115.0,1,1,37,4,9,117.1,1,0,1,1,0,0,22,0,0,5,5,5,13.8,0,0,5,5,5,13.0,0,7.6,2.6,0.32,1,2,0,0,0,22,0.32,167.2,0.32,2.6,2.0999999999999943,19.0,6.5,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,-0.8000000000000007,0,13.4,10,0,0,0,-0.8000000000000007,1.0,1.34,0,0
1,1,1,9773,1,1,121.0,1,1,38,4,9,114.4,0,0,0,1,0,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,12.833333333333334,0,11.1,0.6,2.02,0,1,0,0,18,0,0.0,199.79999999999998,2.02,0.0,-6.599999999999994,19.5,6.5,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,0.16666666666666785,0,12.75,12,0,0,0,0.16666666666666785,1.0,1.0625,0,0
1,17,1,9238,1,1,134.0,1,3,1,3,4,133.0,1,0,0,1,0,0,18,0,0,6,8,6,11.75,0,0,6,10,5,12.0,0,12.7,3.7,-1.7,0,1,1,1,0,0,-0.0,228.6,-1.7,0.0,-1.0,2.0,3.5,1.0,1.3333333333333333,0.0,0.75,-2,0,0,0,0.8333333333333334,1.6666666666666667,0.0,0.5,-4,1,0.25,-1,11.875,11,1,0,0,1.25,0.9166666666666666,1.0795454545454546,-6,0
1,1,3,9500,1,1,126.0,1,38,38,9,8,118.8,1,0,0,1,0,1,19,0,0,8,8,7,12.785714285714286,0,0,8,8,7,12.785714285714286,0,12.7,3.7,-1.7,0,2,2,2,19,0,-0.0,241.29999999999998,-1.7,0.0,-7.200000000000003,38.0,8.5,0.875,1.0,0.0,0.875,0,1,0,0,0.875,1.0,0.0,0.875,0,1,0.0,0,12.785714285714286,14,2,0,0,0.0,0.875,0.913265306122449,0,0
1,1,1,9130,1,1,151.0,1,3,1,2,4,151.0,1,0,0,1,0,0,18,0,0,6,11,6,14.444444444444445,0,0,6,6,6,13.333333333333334,0,16.2,0.3,-0.92,0,1,0,0,0,0,-0.0,291.59999999999997,-0.92,0.0,0.0,2.0,3.0,1.0,1.8333333333333333,0.0,0.5454545454545454,-5,0,0,0,1.0,1.0,0.0,1.0,0,0,-1.1111111111111107,0,13.88888888888889,12,0,0,0,-1.1111111111111107,1.0,1.1574074074074074,-5,0
1,1,1,171,1,1,138.0,1,1,40,4,3,149.9,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,0,1,2,0,0,0,0.0,222.0,2.02,0.0,11.900000000000006,20.5,3.5,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0,0
1,1,1,9085,1,1,133.0,1,38,37,9,7,120.1,1,0,0,1,0,0,18,0,0,5,8,4,12.75,1,0,5,10,4,11.75,0,12.7,3.7,-1.7,0,1,2,2,0,0,-0.0,228.6,-1.7,0.0,-12.900000000000006,37.5,8.0,0.8,1.6,0.0,0.5,-3,1,0,0,0.8,2.0,0.0,0.4,-5,1,-1.0,0,12.25,8,2,0,0,-1.0,0.8,1.53125,-8,0
1,39,1,9085,1,3,150.0,1,2,3,4,7,173.3,1,0,0,1,0,0,25,0,1,6,7,6,16.857142857142858,0,1,6,6,6,16.5,0,13.9,-0.3,0.79,0,1,0,0,0,0,0.0,347.5,0.79,-0.0,23.30000000000001,2.5,5.5,1.0,1.1666666666666667,0.16666666666666666,0.8571428571428571,-1,0,0,0,1.0,1.0,0.16666666666666666,1.0,0,0,-0.35714285714285765,0,16.67857142857143,12,0,0,0,-0.35714285714285765,1.0,1.3898809523809526,-1,0
1,1,1,9773,1,1,136.0,1,19,19,4,3,126.2,0,0,0,1,0,0,19,0,0,6,6,6,13.166666666666666,0,0,6,6,6,15.0,0,16.2,0.3,-0.92,0,0,0,0,0,0,-0.0,307.8,-0.92,0.0,-9.799999999999997,19.0,3.5,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,1.833333333333334,0,14.083333333333332,12,0,0,0,1.833333333333334,1.0,1.173611111111111,0,0
1,39,1,9085,1,1,128.0,1,19,1,9,10,157.4,1,0,0,1,0,0,26,0,0,6,7,6,16.5,0,0,6,8,6,14.285714285714286,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,231.4,3.51,0.0,29.400000000000006,10.0,9.5,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,1.0,1.3333333333333333,0.0,0.75,-2,0,-2.2142857142857135,0,15.392857142857142,12,0,0,0,-2.2142857142857135,1.0,1.2827380952380951,-3,0
1,17,2,9147,1,1,131.0,1,1,19,4,5,120.2,1,0,0,1,0,0,21,0,0,5,10,4,11.75,0,0,5,6,5,11.6,0,12.4,0.5,1.79,0,1,1,1,0,0,0.0,260.40000000000003,1.79,0.0,-10.799999999999997,10.0,4.5,0.8,2.0,0.0,0.4,-5,1,0,0,1.0,1.2,0.0,0.8333333333333334,-1,0,-0.15000000000000036,1,11.675,9,1,0,0,-1.1500000000000004,0.9,1.2972222222222223,-6,0
1,1,1,9147,1,1,130.0,1,38,38,2,9,124.8,0,0,0,1,0,0,19,0,0,5,14,1,11.0,0,0,5,6,0,0.0,0,13.9,-0.3,0.79,0,0,10,9,0,0,0.0,264.1,0.79,-0.0,-5.200000000000003,38.0,5.5,0.2,2.8,0.0,0.07142857142857142,-9,4,0,0,0.0,1.2,0.0,0.0,-1,5,-11.0,-1,5.5,1,9,0,1,-10.0,0.1,5.5,-10,1
1,17,1,9500,1,1,150.0,1,37,37,9,9,130.3,0,0,0,1,0,1,19,0,0,8,8,7,15.114285714285714,0,0,8,8,7,15.114285714285714,0,12.7,3.7,-1.7,0,1,2,2,19,0,-0.0,241.29999999999998,-1.7,0.0,-19.69999999999999,37.0,9.0,0.875,1.0,0.0,0.875,0,1,0,0,0.875,1.0,0.0,0.875,0,1,0.0,0,15.114285714285714,14,2,0,0,0.0,0.875,1.079591836734694,0,0
1,1,1,9238,1,1,165.0,1,37,38,9,8,152.4,1,0,0,1,0,1,18,0,0,6,8,6,15.5,0,0,6,7,6,14.285714285714286,0,16.2,0.3,-0.92,0,2,0,0,18,0,-0.0,291.59999999999997,-0.92,0.0,-12.599999999999994,37.5,8.5,1.0,1.3333333333333333,0.0,0.75,-2,0,0,0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,-1.2142857142857135,0,14.892857142857142,12,0,0,0,-1.2142857142857135,1.0,1.2410714285714286,-3,0
2,43,1,9991,0,1,133.1,1,37,37,9,7,113.5,0,0,0,1,0,1,32,0,3,10,12,7,11.142857142857142,0,4,10,10,8,12.0,0,10.8,1.4,1.74,0,1,5,5,32,0,0.0,345.6,1.74,0.0,-19.599999999999994,37.0,8.0,0.7,1.2,0.3,0.5833333333333334,-2,3,0,0,0.8,1.0,0.4,0.8,0,2,0.8571428571428577,1,11.571428571428571,15,5,0,0,-0.14285714285714235,0.75,0.7714285714285715,-2,0
1,1,1,9238,1,1,126.0,1,3,1,5,5,125.7,0,0,0,1,0,1,18,0,0,6,6,6,11.333333333333334,0,0,6,8,6,11.333333333333334,0,15.5,2.8,-4.06,0,1,0,0,18,0,-0.0,279.0,-4.06,0.0,-0.29999999999999716,2.0,5.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.3333333333333333,0.0,0.75,-2,0,0.0,0,11.333333333333334,12,0,0,0,0.0,1.0,0.9444444444444445,-2,0
4,39,1,9670,1,1,100.0,1,37,37,4,10,120.0,0,0,1,1,0,1,39,0,0,5,6,5,10.6,0,0,5,7,4,10.75,0,9.4,-0.8,-3.12,1,2,1,1,39,39,-3.12,366.6,-3.12,-0.8,20.0,37.0,7.0,1.0,1.2,0.0,0.8333333333333334,-1,0,0,0,0.8,1.4,0.0,0.5714285714285714,-2,1,0.15000000000000036,-1,10.675,9,1,0,0,1.1500000000000004,0.9,1.1861111111111111,-3,0
1,1,1,171,1,1,159.0,1,3,1,4,4,162.2,1,0,1,0,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,2,3,2,0,0,36,1.79,223.20000000000002,0.0,0.5,3.1999999999999886,2.0,4.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0,1
1,17,1,9773,1,1,177.0,1,2,1,123,135,155.7,0,0,1,1,0,1,18,0,0,6,6,6,15.666666666666666,0,0,6,6,6,13.833333333333334,0,8.9,1.4,3.51,1,2,0,0,18,18,3.51,160.20000000000002,3.51,1.4,-21.30000000000001,1.5,129.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,-1.8333333333333321,0,14.75,12,0,0,0,-1.8333333333333321,1.0,1.2291666666666667,0,0
1,1,1,171,1,1,156.0,1,3,3,2,2,147.7,1,0,0,1,0,0,21,0,6,12,12,12,15.333333333333334,0,4,11,15,11,15.0,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,186.9,3.51,0.0,-8.300000000000011,3.0,2.0,1.0,1.0,0.5,1.0,0,0,0,0,1.0,1.3636363636363635,0.36363636363636365,0.7333333333333333,-4,0,-0.3333333333333339,-1,15.166666666666668,23,0,0,0,0.6666666666666661,1.0,0.6594202898550725,-4,0
1,43,1,9003,1,1,125.0,1,1,38,4,7,125.0,1,0,0,1,0,0,21,0,9,14,23,9,12.0,2,6,12,21,8,11.25,0,15.5,2.8,-4.06,0,1,9,9,0,0,-0.0,325.5,-4.06,0.0,0.0,19.5,5.5,0.6428571428571429,1.6428571428571428,0.6428571428571429,0.391304347826087,-9,5,0,0,0.6666666666666666,1.75,0.5,0.38095238095238093,-9,4,-0.75,-1,11.625,17,9,0,0,0.25,0.6538461538461539,0.6838235294117647,-18,0
1,1,1,9147,1,1,127.0,1,19,19,5,5,129.8,1,0,0,1,0,0,22,0,0,5,8,3,10.333333333333334,0,0,5,11,2,10.0,0,7.6,2.6,0.32,0,1,5,5,0,0,0.0,167.2,0.32,0.0,2.8000000000000114,19.0,5.0,0.6,1.6,0.0,0.375,-3,2,0,0,0.4,2.2,0.0,0.18181818181818182,-6,3,-0.3333333333333339,-1,10.166666666666668,5,5,0,0,0.6666666666666661,0.5,2.0333333333333337,-9,1
